title,addr1,mapx,mapy,tel,cat1,cat2,cat3,contentid,contenttypeid,contenttype
양재풍류살롱,서울특별시 서초구 양재천로 125-10 (양재동),127.0413761150,37.4786628037,070-8892-4020,A02,A0207,A02070200,3410659,15,행사/공연/축제
양천 락(樂) 페스티벌,서울특별시 양천구 신월동,126.8318633073,37.5260591072,"02-2021-8913, 8901",A02,A0207,A02070200,3018312,15,행사/공연/축제
양천가족 거리축제,서울특별시 양천구 신월로 301-1 (신정동),126.8544419332,37.5214683762,02-2021-8943,A02,A0207,A02070200,3384023,15,행사/공연/축제
어린이날 도서관 큰 잔치,서울특별시 강남구 테헤란로7길 21 (역삼동),127.0301681782,37.5007239303,02-3413-4827,A02,A0207,A02070200,3489432,15,행사/공연/축제
언더브릿지 상상게더링,서울특별시 영등포구 영등포로2길 62 (문래동5가),126.8819728572,37.5179137245,02-706-0168,A02,A0207,A02070200,3390114,15,행사/공연/축제
여민락 문화교류축제 통:로,서울특별시 영등포구 여의서로 62 (여의도동),126.9232409242,37.5319183907,02-766-3262,A02,A0207,A02070200,3351652,15,행사/공연/축제
여성마라톤대회,서울특별시 마포구 월드컵로 251 (성산동),126.8964785141,37.5659583996,02-2036-9214,A02,A0208,A02081200,2487911,15,행사/공연/축제
여행가는 가을 문화관광축제 홍보 기획전,서울특별시 강남구 영동대로 513 (삼성동),127.0592179950,37.5119175967,02-742-1915,A02,A0208,A02081300,3416329,15,행사/공연/축제
연남동 주민화합대축제,"서울특별시 마포구 성미산로23길 54 (연남동, 연남아파트)",126.9202152454,37.5657282959,02-3153-6860,A02,A0207,A02070200,3368863,15,행사/공연/축제
연등회,서울특별시 종로구 우정국로 55 (견지동),126.9827509785,37.5739784579,02-2011-1744~7,A02,A0207,A02070200,531460,15,행사/공연/축제
"연화, 설렘의 빛",서울특별시 종로구 효자로13길 45 (효자동),126.9730738387,37.5825967266,02-723-0300,A02,A0208,A02080500,3354906,15,행사/공연/축제
영등포 관광세일페스타,,0,0,02-6964-7597,A02,A0208,A02081300,2816278,15,행사/공연/축제
영등포 선유도원 축제,서울특별시 영등포구 선유로 343 (당산동),126.9024425270,37.5422918129,02-2629-2249,A02,A0207,A02070200,3387201,15,행사/공연/축제
영등포 여의도 봄꽃축제,서울특별시 영등포구 여의도동,126.9312014213,37.5279662141,02-2670-3128,A02,A0207,A02070200,525755,15,행사/공연/축제
예술해봄,서울특별시 광진구 능동로 216 (능동),127.0762792676,37.5493552228,02-758-2020,A02,A0207,A02070200,3489725,15,행사/공연/축제
예술힐링놀이터,서울특별시 양천구 남부순환로64길 2 (신월동),126.8321604402,37.5282727439,02-2697-0014,A02,A0207,A02070200,3310483,15,행사/공연/축제
와인뮤직페스티발,서울특별시 종로구 수표로18가길 23 (관수동),126.9909781490,37.5689625215,02-6015-8254,A02,A0207,A02070200,2976568,15,행사/공연/축제
왔수유 페스타,서울특별시 강북구 수유동,127.0256091071,37.6392188654,02-542-7405,A02,A0207,A02070200,3360111,15,행사/공연/축제
외로움이의 집,서울특별시 성동구 성수이로18길 20 (성수동2가),127.0591671462,37.5420113232,070-7575-3243,A02,A0208,A02081300,3432298,15,행사/공연/축제
용마폭포문화예술축제,서울특별시 중랑구 용마산로 250-12 (면목동),127.0891385242,37.5734054382,02-3407-6532,A02,A0207,A02070200,2621558,15,행사/공연/축제
용산 문화유산 야행,서울특별시 용산구 효창원로 177-18 (효창동),126.9618926006,37.5445620575,02-761-2578,A02,A0207,A02070200,3354966,15,행사/공연/축제
용산청년축제,서울특별시 용산구 서빙고로 221 (용산동6가),126.9883603092,37.5206625310,02-2199-4522,A02,A0207,A02070200,3359144,15,행사/공연/축제
우리 임산물 숲푸드 대축제,서울특별시 종로구 세종대로 175 (세종로),126.9763210635,37.5720618985,02-545-0633,A02,A0207,A02070200,2560317,15,행사/공연/축제
우장산 그린페스타,서울특별시 강서구 우장산로10길 112 (화곡동),126.8422783717,37.5492649285,02-2600-6455,A02,A0207,A02070200,3300282,15,행사/공연/축제
운현궁 운수대통 설맞이,서울특별시 종로구 삼일대로 464 (운니동),126.9868255550,37.5758227610,02-766-9090,A02,A0207,A02070200,3091113,15,행사/공연/축제
월드판소리페스티벌,서울특별시 중구 퇴계로34길 28 (필동2가),126.9932865315,37.5597775194,02-904-2835,A02,A0207,A02070200,3016562,15,행사/공연/축제
웰컴대학로 페스티벌,서울특별시 종로구 대학로 104 (동숭동),127.0023878907,37.5805669329,02-743-5220,A02,A0207,A02070200,2671838,15,행사/공연/축제
위대한 축구선수 100인 전,서울특별시 강서구 하늘길 38 (방화동),117.9925662504,19.6944274800,02-2029-3812,A02,A0208,A02080500,3499413,15,행사/공연/축제
은평청년페스티벌,서울특별시 은평구 녹번로 16 은평문화예술회관,126.9278940249,37.6037767873,02-351-6885,A02,A0207,A02070200,3000221,15,행사/공연/축제
의정부지 역사유적광장 전통무예행사,서울특별시 종로구 종로1길 45 (세종로),126.9783985779,37.5746727436,02-6958-5444,A02,A0208,A02080100,3497454,15,행사/공연/축제
이머시브아트 기획전시 [The Ethereal World],서울특별시 마포구 동교로22길 14 (서교동),126.9188323376,37.5551295032,010-3994-1384,A02,A0208,A02080500,3401134,15,행사/공연/축제
인문문화축제,서울특별시 용산구 서빙고로 137 (용산동6가),126.9791278024,37.5211706397,02-6370-3746,A02,A0207,A02070200,3368651,15,행사/공연/축제
자문밖문화축제,서울특별시 종로구 평창31길 5 (평창동),126.9755811100,37.6119989089,02-6365-1388,A02,A0207,A02070200,2511228,15,행사/공연/축제
장애인문화예술축제 A+ Festival,서울특별시 종로구 청와대로 1 청와대,126.9746792089,37.5839799278,02-6351-5905,A02,A0207,A02070200,790211,15,행사/공연/축제
전남 세계 김밥 페스티벌,서울특별시 영등포구 여의동로 330 (여의도동),126.9336095794,37.5263997727,061-333-8761,A02,A0207,A02070200,3375262,15,행사/공연/축제
전남세계관광문화대전 선포식,서울특별시 종로구 세종대로 지하172 (세종로),126.9767821434,37.5716786179,010-4705-2019,A02,A0208,A02081300,3301866,15,행사/공연/축제
정관장 에브리타임 셀럽(Self-Love) 페스티벌,서울특별시 송파구 올림픽로 240 (잠실동),127.0976311526,37.5123821225,02-2077-6923,A02,A0208,A02081300,3457366,15,행사/공연/축제
정동문화축제,서울특별시 중구 정동,126.9753629579,37.5670957913,02-3701-1603,A02,A0207,A02070200,142233,15,행사/공연/축제
정동야행,서울특별시 중구 세종대로 99 덕수궁,126.9765906796,37.5651071556,02-3396-4623,A02,A0207,A02070200,2005233,15,행사/공연/축제
정순왕후 문화제,서울특별시 종로구 동망산길 150 (숭인동),127.0181476492,37.5776314468,02-2148-1856,A02,A0207,A02070200,2594815,15,행사/공연/축제
정신건강의 날 행사 - 마음건강 톡톡 페스티벌,서울특별시 마포구 홍익로 18,126.9230347562,37.5542907868,02-3272-2334,A02,A0207,A02070200,2753086,15,행사/공연/축제
정월대보름 민속축제,서울특별시 양천구 안양천로 788 (신정동),126.8774538701,37.5162777230,02-2651-5300 (양천문화원),A02,A0207,A02070200,2944954,15,행사/공연/축제
정월대보름 한마당,서울특별시 종로구 삼청로 37,126.9788594400,37.5819774581,02-3704-3106,A02,A0207,A02070200,1204941,15,행사/공연/축제
제 16회 언리미티드 에디션 - 서울아트북페어 2024,서울특별시 노원구 동일로 1238 서울시립 북서울미술관,127.0668719687,37.6407111019,070-8821-8990,A02,A0208,A02080500,2041789,15,행사/공연/축제
제10회 서울시민연극제,서울특별시 종로구 대학로 144 (혜화동),127.0020739322,37.5840387460,02-765-7500,A02,A0208,A02080200,2502514,15,행사/공연/축제
제10회 푸드테크 베지노믹스페어 (비건페스타ㅣ그린페스타ㅣESG푸드페스타),서울특별시 서초구 강남대로 27 (양재동),127.0407514903,37.4673918780,02-2223-1851~3,A02,A0208,A02080600,2658426,15,행사/공연/축제
제11회 대한민국국제포토페스티벌,서울특별시 서초구 남부순환로 2406 (서초동),127.0134702692,37.4804843130,02 313-9539,A02,A0208,A02080500,141220,15,행사/공연/축제
제14회 서울미래연극제,서울특별시 용산구 청파로 373 (서계동),126.9688056211,37.5529917577,02-765-7500,A02,A0208,A02080200,2505024,15,행사/공연/축제
제15회 서울청소년연극축제,서울특별시 종로구 대학로 144 중원빌딩,127.0020739322,37.5840387460,02-765-7500,A02,A0208,A02080200,1937544,15,행사/공연/축제
제17회 푸른하늘의 날 기념행사(Racing for Air),서울특별시 중구 을지로 지하12 (을지로1가),126.9787960237,37.5655015943,02-2088-7388,A02,A0208,A02081300,3526695,15,행사/공연/축제
제27회 서울세계무용축제,서울특별시 종로구 대학로10길 17 (동숭동),127.0031961055,37.5821500970,02-3216-1185,A02,A0208,A02080800,629023,15,행사/공연/축제
제2회 서울은평청년영화제(SESFF),서울특별시 은평구 통일로 1050 롯데몰 은평점,126.9179162000,37.6375893423,02-351-6886,A02,A0208,A02081300,2992157,15,행사/공연/축제
제38회 서울국제화장품·미용산업박람회 (2024 코스모뷰티서울),서울특별시 강남구 영동대로 513 (삼성동),127.0592179950,37.5119175967,02-761-2512,A02,A0208,A02080600,2911183,15,행사/공연/축제
제45회 서울무용제,서울특별시 종로구 대학로8길 7,127.0029794866,37.5811724288,02-744-8066(내선번호1835),A02,A0208,A02080800,629742,15,행사/공연/축제
제4회 성북청춘불패영화제 “Deep Focus”,서울특별시 성북구 아리랑로 82 (돈암동),127.0139418391,37.6001120917,"02-6906-3116, 3117",A02,A0208,A02081100,3031265,15,행사/공연/축제
제5회 여주인공 페스티벌,서울특별시 종로구 대학로8가길 129 (동숭동),127.0035405691,37.5803641996,010-2183-1992,A02,A0208,A02080200,3395327,15,행사/공연/축제
제6회 금천과학축제 「2024. G-Science Festival」,서울특별시 금천구 시흥대로73길 70 금천구청종합청사,126.8955205706,37.4564933229,02-2627-2813,A02,A0208,A02080500,2844254,15,행사/공연/축제
종로 어디나 스테이지,서울특별시 종로구 세종대로 175 (세종로),126.9763210635,37.5720618985,02-6203-1164,A02,A0208,A02081000,3497718,15,행사/공연/축제
종로구 인왕산 해맞이 축제,서울특별시 종로구 청운동,126.9663269914,37.5910678430,02-2148-5002,A02,A0207,A02070200,1159762,15,행사/공연/축제
종로한복축제,서울특별시 종로구 세종대로 지하172 (세종로),126.9767821434,37.5716786179,02-6203-1164,A02,A0207,A02070200,2405329,15,행사/공연/축제
종묘 묘현례,서울특별시 종로구 종로 157 (훈정동),126.9951471543,37.5710345779,1522-2295,A02,A0207,A02070200,2818837,15,행사/공연/축제
종묘대제,서울특별시 종로구 종로 157,126.9944471257,37.5742897425,1522-2295,A02,A0207,A02070200,141759,15,행사/공연/축제
종묘제례악 야간 공연,서울특별시 종로구 종로 157 (훈정동),126.9951471543,37.5710345779,1522-2295,A02,A0208,A02080100,3482443,15,행사/공연/축제
중구 청소년축제 야호,서울특별시 중구 덕수궁길 15 (서소문동),126.9758657534,37.5648655043,02-3396-4666,A02,A0207,A02070200,3401202,15,행사/공연/축제
중랑 서울장미축제,서울특별시 중랑구 묵동,127.0734720813,37.6156641330,02-3407-6530,A02,A0207,A02070200,2002493,15,행사/공연/축제
진도의 날,서울특별시 중구 태평로1가,126.9780432094,37.5692205928,061-540-3817,A02,A0207,A02070200,3367909,15,행사/공연/축제
차 없는 잠수교 뚜벅뚜벅축제,서울특별시 서초구 반포동,126.9973680419,37.5129135926,02-6401-9717,A02,A0207,A02070200,3113583,15,행사/공연/축제
창경궁 야간 상시관람,서울특별시 종로구 창경궁로 185,126.9945052690,37.5807973206,02-762-4868,A02,A0208,A02081300,1957556,15,행사/공연/축제
창경궁 야연,서울특별시 종로구 창경궁로 185 (와룡동),126.9964634775,37.5789336838,1522-2295,A02,A0207,A02070200,2818138,15,행사/공연/축제
창덕궁 깊이보기 -심화해설-,서울특별시 종로구 율곡로 99 창덕궁,126.9902446339,37.5777031595,02-3668-2300,A02,A0208,A02081300,2929176,15,행사/공연/축제
창덕궁 약다방,서울특별시 종로구 율곡로 99 (와룡동),126.9902446339,37.5777031595,1522-2295,A02,A0207,A02070200,3489468,15,행사/공연/축제
청계천에 숨겨진 왕의 보물을 찾아라!,서울특별시 종로구 서린동,126.9787153661,37.5693539226,02-2290-6858,A02,A0208,A02081300,3373015,15,행사/공연/축제
"청춘, 커피페스티벌",서울특별시 송파구 올림픽로 300 (신천동),127.1040749597,37.5141653654,02-360-4351,A02,A0207,A02070200,2845946,15,행사/공연/축제
청춘대로,서울특별시 광진구 능동로 216 (능동),127.0762792676,37.5493552228,02-450-7596,A02,A0207,A02070200,3340159,15,행사/공연/축제
추석 농수특산물 서울장터,서울특별시 중구 을지로 12 시청광장지하쇼핑센터,126.9787960237,37.5655015943,02-2133-6658,A02,A0207,A02070200,1719499,15,행사/공연/축제
케미스트릿 팝업,서울특별시 서초구 서초동,127.0270546453,37.4981297311,070-4694-1024,A02,A0207,A02070200,3520356,15,행사/공연/축제
코리아 헬스&웰니스 페스티벌,서울특별시 종로구 세종대로 175 (세종로),126.9763210635,37.5720618985,02-713-2284,A02,A0208,A02081300,3300577,15,행사/공연/축제
코리아뷰티페스티벌,서울특별시 중구 을지로 281 (을지로7가),127.0095709797,37.5661076320,070-7603-3809<br>070-4880-2472,A02,A0208,A02081300,3115909,15,행사/공연/축제
코리아비건페어 2025,서울특별시 강남구 영동대로 513,127.0594429796,37.5117148467,02-761-2586,A02,A0208,A02080500,2804204,15,행사/공연/축제
코리안드림 한강대축제,서울특별시 광진구 강변북로 2273 (자양동),127.0739939307,37.5294186076,070-5050-3805,A02,A0208,A02081300,3514928,15,행사/공연/축제
"클래식랩 융합 레지던시 쇼케이스 〈우오, 욱오(郁烏), 백오(白烏)〉",서울특별시 강남구 언주로133길 11 (논현동),127.0343062531,37.5161638784,010-2814-1055,A02,A0208,A02081300,3415761,15,행사/공연/축제
통인시장 일맥상통맥주축제,서울특별시 종로구 자하문로15길 18 (통인동),126.9699630613,37.5808190992,02-722-0911,A02,A0207,A02070200,3493987,15,행사/공연/축제
통하나봄,서울특별시 마포구 어울마당로 77-1 (서교동),126.9214544055,37.5521326759,02-565-7117,A02,A0207,A02070200,3489354,15,행사/공연/축제
트레저 성수,서울특별시 성동구 뚝섬로 273 (성수동1가),127.0418131384,37.5431247707,010-3307-4991,A02,A0207,A02070200,3381923,15,행사/공연/축제
페인터즈,서울특별시 중구 정동길 3 (정동),126.9696495605,37.5681316804,02-766-7848,A02,A0208,A02080300,3481597,15,행사/공연/축제
푸른 하늘의 날 축제 한마당,서울특별시 광진구 능동로 216 (능동),127.0762792676,37.5493552228,02-518-8671,A02,A0207,A02070200,3356936,15,행사/공연/축제
퓨처그라운드 (FUTUREGROUND),서울특별시 강서구 하늘길 지하77 (방화동),126.8015844987,37.5621960337,070-8810-2420,A02,A0208,A02081300,3443073,15,행사/공연/축제
한가위 한음회,서울특별시 중구 퇴계로34길 28 (필동2가),126.9932865315,37.5597775194,010-5407-7720,A02,A0207,A02070200,3366397,15,행사/공연/축제
한강 다리밑 영화제,서울특별시 영등포구 여의동로 330 (여의도동),126.9336095794,37.5263997727,02-120,A02,A0208,A02081100,3517184,15,행사/공연/축제
한강 종이비행기 축제,서울특별시 영등포구 여의도동,126.9377509138,37.5248000326,02-120,A02,A0207,A02070200,3001045,15,행사/공연/축제
한강수계 걷기행사,서울특별시 영등포구 여의동로 330 (여의도동),126.9336095794,37.5263997727,02-458-3315,A02,A0208,A02081300,3355698,15,행사/공연/축제
한강야경투어,서울특별시 영등포구 여의동로 330 (여의도동),126.9336095794,37.5263997727,02-6953-9239,A02,A0208,A02081300,3116066,15,행사/공연/축제
한강역사탐방,서울특별시 영등포구 여의동로 330 (여의도동),126.9336095794,37.5263997727,02-6953-9239,A02,A0208,A02081300,3111722,15,행사/공연/축제
한강페스티벌,서울특별시 송파구 한가람로 65 (잠실동),127.0867514361,37.5176813118,02-120,A02,A0207,A02070200,2828431,15,행사/공연/축제
한계에 도전하라! BREAK 4!,서울특별시 마포구 망원동,126.8977148626,37.5535543085,02-3141-7393,A02,A0208,A02081200,3376943,15,행사/공연/축제
한국-싱가포르 시각예술 교류 〈네트워크 디 오븐: 어전시 프로젝트〉,서울특별시 서대문구 홍연길 26 (연희동),126.9284975555,37.5752356722,"인스타그램 DM : <a href=""https://www.instagram.com/kore.a.round_culture/"" target=""_blank"" title=""새창: 행사 인스타그램으로 이동"">https://www.instagram.com/kore.a.round_culture//</a>",A02,A0208,A02081300,3409455,15,행사/공연/축제
한국-중국 협업 뮤지컬 〈제시의 일기〉,서울특별시 서대문구 연희맛로 2-3 (연희동),126.9285533753,37.5657117800,"인스타그램 DM : <a href=""https://www.instagram.com/kore.a.round_culture/"" target=""_blank"" title=""새창 : 한국-중국 협업 뮤지컬 〈제시의 일기〉 인스타그램으로 이동"">https://www.instagram.com/kore.a.round_culture/</a>",A02,A0208,A02080300,3360027,15,행사/공연/축제
한국-캐나다 무용 공동제작 프로젝트 〈BODY (몸)〉,서울특별시 마포구 백범로 35 (신수동),126.9379473591,37.5516830237,"인스타그램 DM : <a href=""https://www.instagram.com/kore.a.round_culture/"" target=""_blank"" title=""새창 : 한국-캐나다 무용 공동제작 프로젝트 <BODY (몸)> 인스타그램으로 이동"">https://www.instagram.com/kore.a.round_culture/</a>",A02,A0208,A02080800,3345589,15,행사/공연/축제
한국-캐나다 문학 작가 교류 〈앤솔로지 프로젝트 참여 작가 교류〉,"서울특별시 마포구 양화로 72 (서교동, 서교동 효성 해링턴 타워)",126.9167298722,37.5508549625,"인스타그램 DM : <a href=""https://www.instagram.com/kore.a.round_culture/"" target=""_blank"" title=""새창 :한국-캐나다 문학 작가 교류 〈앤솔로지 프로젝트 참여 작가 교류〉 인스타그램으로 이동"">https://www.instagram.com/kore.a.round_culture/</a>",A02,A0208,A02081300,3378194,15,행사/공연/축제
"한국-캐나다 협업 전시 〈너에게 난, 나에게 넌 - 판화로 만나는 우리〉",서울특별시 중구 덕수궁길 114 (정동),126.9741574906,37.5678567928,"인스타그램 DM : <a href=""https://www.instagram.com/kore.a.round_culture/"" target=""_blank"" title=""새창 : 행사 인스타그램으로 이동"">https://www.instagram.com/kore.a.round_culture/</a>",A02,A0208,A02080500,3415582,15,행사/공연/축제
한국-태국 협업 연극 <더 리틀 타이거 포 코리아>,서울특별시 서대문구 충정로 7 (충정로3가),126.9623226761,37.5601463655,,A02,A0208,A02080200,3357716,15,행사/공연/축제
한국경제인협회와 함께하는 2025 서울시립교향악단 강변음악회,서울특별시 영등포구 한강남자전거길 1451 (여의도동),126.9277599856,37.5309019230,1588-1210,A02,A0208,A02080900,1817328,15,행사/공연/축제
한복문화주간,서울특별시 종로구 율곡로3길 4 (안국동),126.9831814373,37.5760060076,02-398-1625,A02,A0208,A02081300,2740046,15,행사/공연/축제
한성백제문화제,서울특별시 송파구 올림픽로 424 (방이동),127.1150682209,37.5206092598,02-2147-2800,A02,A0207,A02070200,507531,15,행사/공연/축제
한양을 찾아온 보부상,서울특별시 종로구 세종대로 지하175 (세종로),126.9768376784,37.5722341099,041-630-2913,A02,A0207,A02070200,3019932,15,행사/공연/축제
한화와 함께하는 서울세계불꽃축제,서울특별시 영등포구 여의동로 330 (여의도동),126.9336095794,37.5263997727,02-519-9778,A02,A0207,A02070200,631268,15,행사/공연/축제
해설이 있는 스트릿댄스(with 갬블러크루),서울특별시 강서구 화곡로63길 65 (등촌동),126.8492608192,37.5581279115,02-2657-9757,A02,A0208,A02081300,3113577,15,행사/공연/축제
해양레저관광 박람회,서울특별시 강남구 남부순환로 3104 (대치동),127.0707673919,37.4960890861,02-785-5801,A02,A0208,A02080600,3489505,15,행사/공연/축제
행복한 현대시장 놀이터,서울특별시 동대문구 전농로4길 1 (답십리동),127.0571665906,37.5679860470,070-7555-4216,A02,A0207,A02070200,3373653,15,행사/공연/축제
허준축제,서울특별시 강서구 마곡동로 161 (마곡동),126.8360144928,37.5692236076,02-2600-6455,A02,A0207,A02070200,2028176,15,행사/공연/축제
"호수의 가을과 겨울,그리고 루미나리에",서울특별시 송파구 송파나루길 206 송파관광정보센터,127.1042611168,37.5119517366,02-2147-2110,A02,A0207,A02070200,2804916,15,행사/공연/축제
19금 신비파티 in 서초,서울특별시 서초구 신반포로47길 93 (잠원동),127.0188104891,37.5144860169,02-2155-8701,A02,A0207,A02070200,3389142,15,행사/공연/축제
2022 대한민국 관광기념품 박람회,서울특별시 중구 을지로 281,127.0095709797,37.5661076320,02-6918-2592,A02,A0208,A02080600,2854855,15,행사/공연/축제
2023 제20회 대한민국향토식문화대전(&남북음식문화축제),서울특별시 서초구 강남대로 27 AT센터,127.0407514903,37.4673918780,"남용진(02-577-1138, 010-2750-4432)",A02,A0208,A02081300,2479634,15,행사/공연/축제
2024 G-KPOP 콘서트,서울특별시 강남구 압구정동,127.0188156771,37.5274539555,02-3423-5542,A02,A0208,A02081000,2829148,15,행사/공연/축제
2024 K-뮤지컬국제마켓,서울특별시 종로구 대학로14길 29 (혜화동),127.0023377786,37.5846775662,02-550-2652,A02,A0208,A02081300,2990125,15,행사/공연/축제
2024 강남디자인위크,서울특별시 강남구 신사동,127.0229154848,37.5210519947,02-3423-5532,A02,A0208,A02080600,2819403,15,행사/공연/축제
2024 과학영재교육 페스티벌,서울특별시 강남구 테헤란로7길 22 (역삼동),127.0307542337,37.5007739351,02-333-4723,A02,A0208,A02081300,2802077,15,행사/공연/축제
2024 국제선명상대회(SEON MEDITATION SUMMIT),서울특별시 종로구 세종대로 175 (세종로),126.9763210635,37.5720618985,010-8237-6833,A02,A0208,A02081300,3377038,15,행사/공연/축제
2024 내나라 여행박람회,서울특별시 서초구 강남대로 27 (양재동),127.0407514903,37.4673918780,02-3445-1513,A02,A0208,A02080600,1427601,15,행사/공연/축제
2024 대한민국 SW교육 페스티벌,서울특별시 광진구 광나루로 441 (능동),127.0786208146,37.5460667580,02-478-4550,A02,A0208,A02080600,2515174,15,행사/공연/축제
2024 대한민국무용대상 & 대한민국무용인의 밤,서울특별시 종로구 대학로8길 7 한국문예회관,127.0029878163,37.5812640855,02-744-8066,A02,A0208,A02080800,2558683,15,행사/공연/축제
2024 메이커 페어 서울 (Maker Faire Seoul 2024),서울특별시 중구 마장로 22 (신당동),127.0121262683,37.5673186485,,A02,A0208,A02080600,2034306,15,행사/공연/축제
2024 부활절 퍼레이드,서울특별시 종로구 세종대로 175,126.9763210635,37.5720618985,02-6333-1127,A02,A0208,A02081300,2953314,15,행사/공연/축제
2024 서울국제음악제 ‘중부유럽여행’,서울특별시 서초구 남부순환로 2406 예술의전당,127.0134702692,37.4804843130,1544-5142,A02,A0208,A02081300,1245470,15,행사/공연/축제
2024 서울뷰티트래블위크,서울특별시 성동구 뚝섬로 273 (성수동1가),127.0418131384,37.5431247707,010-5643-5404,A02,A0208,A02081300,3362910,15,행사/공연/축제
2024 서울야외도서관 : 광화문 책마당,서울특별시 종로구 세종대로 175 (세종로),126.9763210635,37.5720618985,02-6954-7216,A02,A0208,A02081300,2970367,15,행사/공연/축제
2024 서울야외도서관 : 책읽는 서울광장,서울특별시 중구 세종대로 110 (태평로1가),126.9777210995,37.5662570431,02-2088-4552,A02,A0208,A02081300,3312508,15,행사/공연/축제
2024 신사리 상권 릴레이 이벤트,서울특별시 관악구 신림동,126.9276141323,37.4827519578,02-554-9795,A02,A0208,A02081300,2864583,15,행사/공연/축제
2024 아시아송 페스티벌 X 문화잇지오,서울특별시 영등포구 여의도동,126.9280154821,37.5321517823,070-4333-2380,A02,A0208,A02081000,630609,15,행사/공연/축제
2024 이럴때 이런음악 해설이 있는 청소년음악회,서울특별시 영등포구 여의공원로 101 C.C.M.M빌딩,126.9249269552,37.5293048356,02-332-5545,A02,A0208,A02080900,1539730,15,행사/공연/축제
2024 인사동 엔틱&아트페어,서울특별시 종로구 인사동길 49,126.9835675554,37.5745200760,02-737-7890,A02,A0208,A02080500,293047,15,행사/공연/축제
2024 청와대 뮤직 페스티벌,서울특별시 종로구 청와대로 1 (세종로),126.9746792089,37.5839799278,02-2088-4269,A02,A0208,A02081300,3378168,15,행사/공연/축제
2024 한강 라이징 스타,서울특별시 서초구 반포동,126.9978152411,37.5122525660,1644-4419,A02,A0208,A02081300,3113030,15,행사/공연/축제
2024년 청년문화포럼 3회차,서울특별시 강남구 봉은사로 446 (삼성동),127.0485328700,37.5114202399,070-4407-5373,A02,A0208,A02081300,3415799,15,행사/공연/축제
2024젊은안무자창작공연,서울특별시 종로구 대학로10길 17 동숭동복합건물,127.0031961055,37.5821500970,02-744-8066,A02,A0208,A02081300,2545174,15,행사/공연/축제
2025 APP WORLD TOUR SEOUL SUP OPEN,서울특별시 송파구 한가람로 65 (잠실동),127.0867514361,37.5176813118,02-6677-1599,A02,A0208,A02081300,2966405,15,행사/공연/축제
2025 LOTTE WORLD TOWER SKY RUN with SPYDER,서울특별시 송파구 올림픽로 300 (신천동),127.1040749597,37.5141653654,02-3496-7805,A02,A0208,A02081300,2953360,15,행사/공연/축제
2025 강남 디자인 위크 G-KFOOD,서울특별시 강남구 가로수길 79 (신사동),127.0223654709,37.5233156108,070-8985-7567,A02,A0208,A02081300,3491153,15,행사/공연/축제
2025 공예주간,서울특별시 종로구 율곡로 53 (안국동),126.9851423515,37.5766531897,- 고성 033-681-0112<BR>-  전주 063-281-1613<BR>- 부안 070-8826-9675,A02,A0208,A02081300,3113022,15,행사/공연/축제
2025 국제 팝페라&재즈 축제,서울특별시 송파구 송파나루길 206 (신천동),127.1042611168,37.5119517366,010-9986-9985,A02,A0208,A02081300,3485965,15,행사/공연/축제
2025 나도 버스커 페스티벌,서울특별시 마포구 양화로 지하188 (동교동),126.9270259684,37.5575099286,02-6238-1770,A02,A0208,A02081000,3496619,15,행사/공연/축제
2025 대한민국 라면박람회,서울특별시 강서구 마곡중앙로 143 (마곡동),126.8254071964,37.5667792585,1577-3284,A02,A0208,A02080600,3445385,15,행사/공연/축제
2025 대한민국 미술축제,서울특별시 종로구 대학로 57 (연건동),127.0014686424,37.5766118212,070-7575-0980,A02,A0208,A02081300,2563502,15,행사/공연/축제
2025 대한민국 임시정부기념관 토크콘서트,서울특별시 서대문구 통일로 279-24 (현저동),126.9543757290,37.5760388201,02-458-3315,A02,A0208,A02081300,3486315,15,행사/공연/축제
2025 도시농업박람회,서울특별시 동작구 여의대방로20길 35 (신대방동),126.9186590718,37.4941643613,02-6358-7775,A02,A0208,A02080600,2488793,15,행사/공연/축제
2025 동작 미래과학페스티벌 X 제3회 동작 청소년의 날 축제,서울특별시 동작구 노들로 688 (노량진동),126.9401731800,37.5154094998,02-845-0924,A02,A0208,A02081300,3390190,15,행사/공연/축제
2025 문화가 흐르는 서울광장,서울특별시 중구 을지로 지하12 (을지로1가),126.9787960237,37.5655015943,070-5080-0646,A02,A0208,A02081300,2598331,15,행사/공연/축제
2025 보드게임콘,서울특별시 강남구 영동대로 513 (삼성동),127.0592179950,37.5119175967,070-8611-9803,A02,A0208,A02080600,2387785,15,행사/공연/축제
2025 보드게임페스타(세텍),서울특별시 강남구 남부순환로 3104 (대치동),127.0707673919,37.4960890861,070-8611-9803,A02,A0208,A02080600,2410727,15,행사/공연/축제
2025 서울 파크골프 대축제,서울특별시 중구 을지로 지하12 (을지로1가),126.9787960237,37.5655015943,02-6747-7511,A02,A0208,A02081300,3506466,15,행사/공연/축제
2025 서울국제드론레이싱월드컵,서울특별시 강동구 선사로 83-106 (암사동),127.1222639517,37.5500198634,02-6952-6930,A02,A0208,A02081200,3514983,15,행사/공연/축제
2025 서울국제정원박람회,서울특별시 동작구 여의대방로20길 33 (신대방동),126.9195061947,37.4949448412,02-521-4626,A02,A0208,A02080600,2787200,15,행사/공연/축제
