title,addr1,mapx,mapy,tel,cat1,cat2,cat3,contentid,contenttypeid,contenttype
다비치안경 (명동점),서울특별시 중구 소공로 62,126.9821486277,37.5608383072,,A04,A0401,A04010600,970087,38,쇼핑
다비치안경 금천,서울특별시 금천구 시흥대로 415 (독산동),126.8976755312,37.4707167098,,A04,A0401,A04011000,2915227,38,쇼핑
다비치안경 미아사거리,"서울특별시 강북구 월계로 3, 1층 (미아동, 덕신빌딩)",127.0306650440,37.6096279525,,A04,A0401,A04011000,2909935,38,쇼핑
다비치안경 방배,서울특별시 서초구 방배로20길 4(방배동),126.9953606629,37.4855583994,,A04,A0401,A04011000,2927424,38,쇼핑
다비치안경 신사,서울특별시 강남구 도산대로 109,127.0205102653,37.5169190978,,A04,A0401,A04011000,2901669,38,쇼핑
다비치안경 홍대동교동삼거리점,서울특별시 마포구 양화로 193,126.9258788111,37.5589041906,,A04,A0401,A04011000,2907488,38,쇼핑
다비치안경_명동점,"서울특별시 중구 소공로 62 1층(충무로1가, 등암빌딩)",126.9822041764,37.5608994126,,A04,A0401,A04011000,2894230,38,쇼핑
다시피움성형외과의원,서울특별시 서초구 서초대로73길 9 (서초동),127.0252436924,37.4983602268,,A04,A0401,A04011000,3306722,38,쇼핑
다이나핏 롯데월드몰,서울특별시 송파구 올림픽로 300,127.1040749597,37.5141653654,,A04,A0401,A04011000,2902598,38,쇼핑
다이나핏 롯데팩토리가산,"서울특별시 금천구 벚꽃로 278, 2층",126.8846459143,37.4795432303,,A04,A0401,A04011000,2905092,38,쇼핑
다이나핏 현대가든파이브,서울특별시 송파구 충민로66 3층,127.1249768726,37.4776672007,,A04,A0401,A04011000,2924566,38,쇼핑
다이소 nc신구로,서울특별시 구로구 구로중앙로 152 (구로동),126.8827871414,37.5012129024,,A04,A0401,A04011000,3306732,38,쇼핑
다이소 명동,서울특별시 중구 명동길 43,126.9847760746,37.5640657568,,A04,A0401,A04011000,2901510,38,쇼핑
다이소 명동역,서울특별시 중구 퇴계로 134-1,126.9867593195,37.5607995058,,A04,A0401,A04011000,2901518,38,쇼핑
다이소 신촌,서울특별시 마포구 신촌로 90,126.9355530292,37.5553658859,,A04,A0401,A04011000,2907205,38,쇼핑
다이소 신촌명물거리,서울특별시 서대문구 명물길 27,126.9380777148,37.5583489179,,A04,A0401,A04011000,3305742,38,쇼핑
다이소 홍대2호,서울특별시 마포구 양화로 182,126.9256010894,37.5578154232,,A04,A0401,A04011000,2916370,38,쇼핑
다이아미 신세계 본점,서울특별시 중구 소공로 63 1층,126.9810181709,37.5609966018,,A04,A0401,A04011000,2928168,38,쇼핑
닥스,서울특별시 중구 장충단로13길 20 (을지로6가),127.0076821872,37.5687878415,,A04,A0401,A04011000,3305619,38,쇼핑
닥스,서울특별시 관악구 봉천로 209 (봉천동),126.9249974851,37.4905482278,,A04,A0401,A04011000,3305739,38,쇼핑
닥스,"서울특별시 구로구 경인로 662 (신도림동, 디큐브시티)",126.8884169673,37.5089148857,,A04,A0401,A04011000,3305800,38,쇼핑
닥스,서울특별시 금천구 디지털로 185 (가산동),126.8872262708,37.4782600918,,A04,A0401,A04011000,3307028,38,쇼핑
닥스구두,서울특별시 관악구 봉천로 209 (봉천동),126.9249974851,37.4905482278,,A04,A0401,A04011000,3306301,38,쇼핑
닥스구두 현대가든파이브,"서울특별시 송파구 충민로 66, 2층",127.1249768726,37.4776672007,,A04,A0401,A04011000,2915860,38,쇼핑
닥스셔츠,"서울특별시 구로구 경인로 662 (신도림동, 디큐브시티)",126.8884169673,37.5089148857,,A04,A0401,A04011000,3306187,38,쇼핑
닥스셔츠,서울특별시 관악구 봉천로 209 (봉천동),126.9249974851,37.4905482278,,A04,A0401,A04011000,3307031,38,쇼핑
닥스여성복,서울특별시 관악구 봉천로 209 (봉천동),126.9249974851,37.4905482278,,A04,A0401,A04011000,3305556,38,쇼핑
닥스핸드백,서울특별시 관악구 봉천로 209 (봉천동),126.9249974851,37.4905482278,,A04,A0401,A04011000,3306921,38,쇼핑
닥터디자이너의원,"서울특별시 영등포구 경인로 870, 2층(영등포동1가, 영등포 J&S)",126.9092981694,37.5170365367,,A04,A0401,A04011000,2903802,38,쇼핑
닥터마틴,서울특별시 중구 장충단로 275 (을지로6가),127.0088293006,37.5689100708,,A04,A0401,A04011000,3305300,38,쇼핑
닥터마틴 가든파이브점,서울특별시 송파구 충민로 66,127.1249768726,37.4776672007,,A04,A0401,A04011000,2900481,38,쇼핑
닥터마틴 롯데월드몰점,서울특별시 송파구 올림픽로 300,127.1040749597,37.5141653654,,A04,A0401,A04011000,2926587,38,쇼핑
닥터마틴 타임스퀘어점,서울특별시 영등포구 영중로 15 134호,126.9053818370,37.5178335971,,A04,A0401,A04011000,2895091,38,쇼핑
닥터마틴 현대 가산점,"서울특별시 금천구 디지털로10길 9,5층",126.8890705637,37.4776713039,,A04,A0401,A04011000,2930586,38,쇼핑
닥터쁘띠의원,서울특별시 마포구 양화로 151 (동교동),126.9223903127,37.5563238722,,A04,A0401,A04011000,3307566,38,쇼핑
닥터스피부과 신사점,"서울특별시 강남구 도산대로 107, 10층(신사동)",127.0201241919,37.5168329904,,A04,A0401,A04011000,2903753,38,쇼핑
닥터진이비인후과의원,서울특별시 서초구 강남대로 621 (잠원동) 케이타워 2층,127.0188020806,37.5171634834,,A04,A0401,A04011000,2909981,38,쇼핑
닥터하스킨,서울특별시 관악구 봉천로 209 (봉천동),126.9249974851,37.4905482278,,A04,A0401,A04011000,3306466,38,쇼핑
단하,서울특별시 종로구 팔판길 39-7 (팔판동),126.9809508653,37.5837550672,,A04,A0401,A04010600,2946235,38,쇼핑
답십리 고미술상가,서울특별시 동대문구 고미술로 39,127.0522448086,37.5682581489,,A04,A0401,A04010600,282011,38,쇼핑
대도종합상가,서울특별시 중구 남대문시장4길 9,126.9776268508,37.5596800274,02-752-2689,A04,A0401,A04010600,985952,38,쇼핑
대림그랑프리안경원,서울특별시 영등포구 도림로 129,126.8965750041,37.4930141007,,A04,A0401,A04011000,2893689,38,쇼핑
대림중앙시장,서울특별시 영등포구 디지털로37나길 21,126.8999497350,37.4916670951,,A04,A0401,A04010200,2037026,38,쇼핑
대신시장,서울특별시 영등포구 도신로60길 7 (신길동),126.9176003574,37.5111234834,,A04,A0401,A04010200,2753117,38,쇼핑
대현 듀엘 롯데서울역,서울특별시 용산구 한강대로 405,126.9717469660,37.5548915897,,A04,A0401,A04011000,2914885,38,쇼핑
대현 듀엘 현대동대문,서울특별시 중구 장충단로13길 20,127.0076821872,37.5687878415,,A04,A0401,A04011000,2924537,38,쇼핑
대현 모조에스핀 현대가든파이브,서울특별시 송파구 충민로 66,127.1249768726,37.4776672007,,A04,A0401,A04011000,2924330,38,쇼핑
대현 쥬크 현대가든파이브,"서울특별시 송파구 충민로 66, 2층",127.1249768726,37.4776672007,,A04,A0401,A04011000,2908884,38,쇼핑
대현 쥬크 현대동대문,서울특별시 중구 장충단로13길 20,127.0076821872,37.5687878415,,A04,A0401,A04011000,2907800,38,쇼핑
더 스테이지(THE STAGE),서울특별시 종로구 청계천로 41 (서린동),126.9821983715,37.5697233868,,A04,A0401,A04011200,3493270,38,쇼핑
더 페이스샵 nc신구로,서울특별시 구로구 구로중앙로 152 (구로동),126.8827871414,37.5012129024,,A04,A0401,A04011000,3305965,38,쇼핑
더데이걸 nc신구로,서울특별시 구로구 구로중앙로 152 (구로동),126.8827871414,37.5012129024,,A04,A0401,A04011000,3306161,38,쇼핑
더바디샵,서울특별시 관악구 봉천로 209 (봉천동),126.9249974851,37.4905482278,,A04,A0401,A04011000,3306740,38,쇼핑
더블에잇 nc신구로,서울특별시 구로구 구로중앙로 152 (구로동),126.8827871414,37.5012129024,,A04,A0401,A04011000,3307040,38,쇼핑
더블유피엠,서울특별시 중구 소공로 58 회현지하도상가 다-32호,126.9820764229,37.5604550174,,A04,A0401,A04010600,2618267,38,쇼핑
더블제이디,서울특별시 중구 장충단로13길 20 (을지로6가),127.0076821872,37.5687878415,,A04,A0401,A04011000,3307083,38,쇼핑
더블제이디,"서울특별시 구로구 경인로 662 (신도림동, 디큐브시티)",126.8884169673,37.5089148857,,A04,A0401,A04011000,3307455,38,쇼핑
더샘 코엑스,"서울특별시 강남구 테헤란로87길 22(삼성동,도심공항몰큐111호)",127.0594569246,37.5096845267,,A04,A0401,A04011000,2922521,38,쇼핑
더샘_명동1호점,서울특별시 중구 명동8길41,126.9850705517,37.5619687838,,A04,A0401,A04011000,2899826,38,쇼핑
더샘_홍대점*,서울특별시 마포구 어울마당로98-1,126.9223709418,37.5537825007,,A04,A0401,A04011000,2899844,38,쇼핑
더샘엔터식스점,서울특별시 광진구 광나루로56길 85,127.0957084403,37.5357793715,,A04,A0401,A04011000,2923885,38,쇼핑
더소뇨 강남,"서울특별시 강남구 언주로172길 36, 1층 101호",127.0366973903,37.5271681986,,A04,A0401,A04011000,2923055,38,쇼핑
더씨엘의원,"서울특별시 강남구 압구정로 436(청담동, 베띠앙뜨빌딩 3층)",127.0446383508,37.5265767436,,A04,A0401,A04011000,3306173,38,쇼핑
더아이잗 nc신구로,서울특별시 구로구 구로중앙로 152 (구로동),126.8827871414,37.5012129024,,A04,A0401,A04011000,3305565,38,쇼핑
더일마 IFC몰,서울특별시 영등포구 국제금융로 10,126.9266241202,37.5258580443,,A04,A0401,A04011000,2912805,38,쇼핑
더페이스샵 영등포,서울특별시 영등포구 경인로 843,126.9066734236,37.5165143290,,A04,A0401,A04011000,2930591,38,쇼핑
더페이스샵 잠실지하쇼핑센터,서울특별시 송파구 올림픽로 265,127.1018723895,37.5139125774,,A04,A0401,A04011000,3307663,38,쇼핑
더페이스치과의원,서울특별시 강남구 논현로 840 (신사동),127.0286509990,37.5236879028,,A04,A0401,A04011000,3307295,38,쇼핑
더플러스 성형외과,서울특별시 강남구 가로수길 9,127.0230433200,37.5186217236,,A04,A0401,A04011000,2907464,38,쇼핑
더현대 서울,서울특별시 영등포구 여의대로 108 (여의도동),126.9273156868,37.5271495732,,A04,A0401,A04010300,2708109,38,쇼핑
덕분애,서울특별시 서초구 효령로 276 (서초동),127.0144700672,37.4844366508,,A04,A0401,A04010600,2779150,38,쇼핑
데무 2001아울렛 중계,서울특별시 노원구 동일로204가길 46 (중계동),127.0679274101,37.6413416033,,A04,A0401,A04011000,3306391,38,쇼핑
데무 롯데팩토리가산,"서울특별시 금천구 벚꽃로 278, 1층",126.8846459143,37.4795432303,,A04,A0401,A04011000,2911342,38,쇼핑
데무 현대가든파이브,"서울특별시 송파구 충민로 66, 2층",127.1249768726,37.4776672007,,A04,A0401,A04011000,2924474,38,쇼핑
데무 현대동대문,서울특별시 중구 장충단로13길 20,127.0076821872,37.5687878415,,A04,A0401,A04011000,2907475,38,쇼핑
데미안,서울특별시 강북구 도봉로 62 (미아동),127.0305315802,37.6146468109,,A04,A0401,A04011000,3307635,38,쇼핑
데상트,서울특별시 금천구 디지털로 185 (가산동),126.8872262708,37.4782600918,,A04,A0401,A04011000,3306145,38,쇼핑
데상트,서울특별시 성북구 동소문로 315 (길음동),127.0287930253,37.6084530555,,A04,A0401,A04011000,3306285,38,쇼핑
데상트,서울특별시 영등포구 영중로 9 (영등포동4가),126.9055901684,37.5172308925,,A04,A0401,A04011000,3306734,38,쇼핑
데상트,"서울특별시 구로구 경인로 662 (신도림동, 디큐브시티)",126.8884169673,37.5089148857,,A04,A0401,A04011000,3306804,38,쇼핑
데상트,서울특별시 구로구 구로중앙로 152 (구로동),126.8827871414,37.5012129024,,A04,A0401,A04011000,3306819,38,쇼핑
데상트 NC불광점,서울특별시 은평구 불광로20,126.9289354269,37.6097677758,,A04,A0401,A04011000,2930072,38,쇼핑
데상트 nc신구로,서울특별시 구로구 구로중앙로 152 (구로동),126.8827871414,37.5012129024,,A04,A0401,A04011000,3305799,38,쇼핑
데상트 두타,서울특별시 중구 장충단로 275,127.0088293006,37.5689100708,,A04,A0401,A04011000,2931874,38,쇼핑
데상트 롯데월드몰,"서울특별시 송파구 올림픽로 300, 3층",127.1040305171,37.5142459111,,A04,A0401,A04011000,2931560,38,쇼핑
데상트 롯데팩토리 가산,서울특별시 금천구 벚꽃로 278 (가산동),126.8846459143,37.4795432303,,A04,A0401,A04011000,3307752,38,쇼핑
데상트 현대가든파이브,"서울특별시 송파구 충민로 66, 테크노동 3층",127.1249768726,37.4776672007,,A04,A0401,A04011000,2916171,38,쇼핑
데상트골프,서울특별시 금천구 디지털로 185 (가산동),126.8872262708,37.4782600918,,A04,A0401,A04011000,3305998,38,쇼핑
데상트골프,"서울특별시 구로구 경인로 662 (신도림동, 디큐브시티)",126.8884169673,37.5089148857,,A04,A0401,A04011000,3307181,38,쇼핑
데상트현대무역점,서울특별시 강남구 테헤란로 517 6층,127.0597791462,37.5086679839,,A04,A0401,A04011000,2918057,38,쇼핑
데이텀 2001아울렛 중계,서울특별시 노원구 동일로204가길 46 (중계동),127.0679274101,37.6413416033,,A04,A0401,A04011000,3307002,38,쇼핑
데이텀 nc신구로,서울특별시 구로구 구로중앙로 152 (구로동),126.8827871414,37.5012129024,,A04,A0401,A04011000,3307099,38,쇼핑
데일리라이크,서울특별시 중구 장충단로13길 20 (을지로6가)2층,127.0076821872,37.5687878415,,A04,A0401,A04011000,3306827,38,쇼핑
데코,서울특별시 중구 장충단로13길 20 (을지로6가)3층,127.0076821872,37.5687878415,,A04,A0401,A04011000,3307534,38,쇼핑
도곡시장,서울특별시 강남구 역삼동,127.0522162580,37.4976524603,,A04,A0401,A04010200,2782194,38,쇼핑
도자기카페 줄,서울특별시 마포구 동교동 179-38,126.9285063921,37.5573821924,,A04,A0401,A04010700,2946238,38,쇼핑
독립문영천시장,서울특별시 서대문구 통일로 189-1,126.9618752046,37.5703923889,,A04,A0401,A04010200,2789102,38,쇼핑
독산동 우시장,서울특별시 금천구 범안로 1209 (독산동),126.8963118743,37.4668782419,,A04,A0401,A04010200,2743857,38,쇼핑
동대문 종합시장·동대문 쇼핑타운,서울특별시 종로구 종로 266,127.0073293863,37.5707292767,02-2262-0114,A04,A0401,A04010200,132200,38,쇼핑
동대문종합시장 액세서리상가,서울특별시 종로구 종로 266,127.0088792547,37.5703710128,02-2262-0114,A04,A0401,A04010600,1013559,38,쇼핑
동대문종합시장 한복상가,서울특별시 종로구 종로 266,127.0073293863,37.5707292767,02-2262-0114,A04,A0401,A04010200,1013584,38,쇼핑
동묘벼룩시장,서울특별시 종로구 종로58길 4,127.0180700192,37.5726653559,,A04,A0401,A04010200,2765213,38,쇼핑
동신전자 용산전자랜드,서울특별시 용산구 청파로 74,126.9596403612,37.5327661657,,A04,A0401,A04011000,2925479,38,쇼핑
동아완구,서울특별시 종로구 종로52길 5 (창신동),127.0129788379,37.5719181289,,A04,A0401,A04010600,3357668,38,쇼핑
동일 라코스테 가로수,서울특별시 강남구 가로수길 50,127.0230487992,37.5213075230,,A04,A0401,A04011000,2912526,38,쇼핑
동일 라코스테 타임스퀘어,서울특별시 영등포구 영중로 15,126.9053818370,37.5178335971,,A04,A0401,A04011000,2913357,38,쇼핑
동화면세점,서울특별시 종로구 세종대로 149 (세종로),126.9761544804,37.5696232899,02-399-3270,A04,A0401,A04010400,132178,38,쇼핑
동화상가,서울특별시 중구 장충단로13길 34,127.0069350348,37.5687017277,,A04,A0401,A04010600,2762868,38,쇼핑
두다오 두타,서울특별시 중구 장충단로 275,127.0088293006,37.5689100708,,A04,A0401,A04011000,2912474,38,쇼핑
두타몰,서울특별시 중구 장충단로 275 (을지로6가),127.0088293006,37.5689100708,,A04,A0401,A04010600,273756,38,쇼핑
두타이아,서울특별시 중구 장충단로 275,127.0088293006,37.5689100708,,A04,A0401,A04011000,2927108,38,쇼핑
둔촌역전통시장,서울특별시 강동구 풍성로58길 34,127.1351828602,37.5275421510,,A04,A0401,A04010200,2751863,38,쇼핑
듀엘,서울특별시 금천구 디지털로10길 9 (가산동),126.8890705637,37.4776713039,,A04,A0401,A04011000,3306418,38,쇼핑
듀엘롯데서울역점.,서울특별시 중구 서울중구한강대로405,126.9717664185,37.5545416306,,A04,A0401,A04011000,2925811,38,쇼핑
듀오 롯데 잠실점,서울특별시 송파구 올림픽로 240 1층,127.0976311526,37.5123821225,,A04,A0401,A04011000,2915535,38,쇼핑
듀코_신세게(백)본점_듀퐁,서울특별시 중구 소공로 63,126.9810181709,37.5609966018,,A04,A0401,A04011000,2894278,38,쇼핑
듀코_현대(백)무역_듀퐁,서울특별시 강남구 테헤란로 517(삼성동)7층,127.0377369070,37.5016517363,,A04,A0401,A04011000,2903216,38,쇼핑
듀퐁,서울특별시 금천구 디지털로 185 (가산동),126.8872262708,37.4782600918,,A04,A0401,A04011000,3307130,38,쇼핑
드레싱 게스 롯데서울역,서울특별시 중구 한강대로 405,126.9717664185,37.5545416306,,A04,A0401,A04011000,2931380,38,쇼핑
드로어써클 신세계본점,서울특별시 중구 소공로 63,126.9810181709,37.5609966018,,A04,A0401,A04011000,2907576,38,쇼핑
드림케어약국,"서울특별시 강남구 압구정로 162(신사동,베네하임시티1층107호)",127.0274815858,37.5263514611,,A04,A0401,A04011000,2894119,38,쇼핑
드림헤어라인의원,서울특별시 강남구 논현로159길 10 2층,127.0273539101,37.5231684954,,A04,A0401,A04011000,2905386,38,쇼핑
디디에두보현대무역점,서울특별시 강남구 테헤란로 517 2층,127.0597791462,37.5086679839,,A04,A0401,A04011000,2918448,38,쇼핑
디루치아노,서울특별시 관악구 봉천로 209 (봉천동),126.9249974851,37.4905482278,,A04,A0401,A04011000,3306695,38,쇼핑
디스커버리,서울특별시 서대문구 신촌로83,126.9358252045,37.5561435782,,A04,A0401,A04011000,2927071,38,쇼핑
디스커버리,"서울특별시 구로구 경인로 662 (신도림동, 디큐브시티)",126.8884169673,37.5089148857,,A04,A0401,A04011000,3305719,38,쇼핑
디스커버리,서울특별시 중구 장충단로13길 20 (을지로6가),127.0076821872,37.5687878415,,A04,A0401,A04011000,3306738,38,쇼핑
디스커버리,서울특별시 구로구 구로중앙로 152 (구로동),126.8827871414,37.5012129024,,A04,A0401,A04011000,3307638,38,쇼핑
디스커버리 NC불광점,서울특별시 은평구 불광로 20,126.9289354269,37.6097677758,,A04,A0401,A04011000,2930118,38,쇼핑
디스커버리 nc신구로,서울특별시 구로구 구로중앙로 152 (구로동),126.8827871414,37.5012129024,,A04,A0401,A04011000,3307468,38,쇼핑
디스커버리 가든파이브 송파,서울특별시 송파구 충민로 66,127.1249768726,37.4776672007,,A04,A0401,A04011000,2930343,38,쇼핑
디스커버리 키즈,서울특별시 영등포구 영중로 9 (영등포동4가),126.9055901684,37.5172308925,,A04,A0401,A04011000,3306456,38,쇼핑
디스커버리 타임스퀘어점,서울특별시 영등포구 영중로 15 2층,126.9053818370,37.5178335971,,A04,A0401,A04011000,2924689,38,쇼핑
디스커버리건대스타시티,서울특별시 광진구 능동로 92,127.0712300203,37.5390535504,,A04,A0401,A04011000,2923999,38,쇼핑
디아이성형외과의원,서울특별시 서초구 강남대로 441 (서초동),127.0252935910,37.5017876076,,A04,A0401,A04011000,3307670,38,쇼핑
디아프바인,서울특별시 강남구 언주로172길 15,127.0351669551,37.5278375378,02-544-2793,A04,A0401,A04010600,1288095,38,쇼핑
디올,"서울특별시 구로구 경인로 662 (신도림동, 디큐브시티)",126.8884169673,37.5089148857,,A04,A0401,A04011000,3305341,38,쇼핑
디올,서울특별시 강북구 도봉로 62 (미아동),127.0305315802,37.6146468109,,A04,A0401,A04011000,3306648,38,쇼핑
디올,서울특별시 관악구 봉천로 209 (봉천동),126.9249974851,37.4905482278,,A04,A0401,A04011000,3306728,38,쇼핑
디올 롯데 본점,서울특별시 중구 남대문로 81,126.9817485525,37.5647822864,,A04,A0401,A04011000,2930087,38,쇼핑
디올 성수,서울특별시 성동구 연무장5길 7 (성수동2가),127.0524621464,37.5439304241,,A04,A0401,A04011200,3080929,38,쇼핑
디올 신세계 강남점,서울특별시 서초구 신반포로 176,127.0035815712,37.5056062193,,A04,A0401,A04011000,2930093,38,쇼핑
디올 신세계 본점 1층,서울특별시 중구 소공로 63 1층,126.9810181709,37.5609966018,,A04,A0401,A04011000,2901532,38,쇼핑
디올 현대 본점 1층,서울특별시 강남구 압구정로 165,127.0274843337,37.5274180039,,A04,A0401,A04011000,2930078,38,쇼핑
디올 현대 본점 2층,서울특별시 강남구 압구정로 165,127.0274843337,37.5274180039,,A04,A0401,A04011000,2930080,38,쇼핑
디올코스메틱,서울특별시 영등포구 영중로9 신세계백화점 1층,126.9055901684,37.5172308925,,A04,A0401,A04011000,2926676,38,쇼핑
디올코스메틱스 롯데월드몰,서울특별시 송파구 올림픽로300,127.1040305171,37.5142459111,,A04,A0401,A04011000,2903714,38,쇼핑
디자인스킨 AK&홍대,"서울특별시 마포구 양화로 188, 2층",126.9265121176,37.5577987750,,A04,A0401,A04011000,2931711,38,쇼핑
디자인스킨 롯데몰김포,서울특별시 강서구 하늘길 38,126.8029675746,37.5668621822,,A04,A0401,A04011000,2911646,38,쇼핑
디자인스킨 롯데월드몰,"서울특별시 송파구 올림픽로 300, 5층(신천동, 롯데하이마트 월드타워점)",127.1040749597,37.5141653654,,A04,A0401,A04011000,2903451,38,쇼핑
디자인스킨 코엑스,서울특별시 강남구 영동대로 513,127.0592179950,37.5119175967,,A04,A0401,A04011000,2902579,38,쇼핑
디즈니골프,서울특별시 관악구 봉천로 209 (봉천동),126.9249974851,37.4905482278,,A04,A0401,A04011000,3305606,38,쇼핑
디타워 (replace 광화문),서울특별시 종로구 종로3길 17,126.9788930814,37.5709815145,,A04,A0401,A04010600,2505619,38,쇼핑
딥디크 월드타워점,서울특별시 송파구 올림픽로300,127.1040305171,37.5142459111,,A04,A0401,A04011000,2925402,38,쇼핑
때때롯살롱,서울특별시 종로구 수표로28길 21-12,126.9898531239,37.5734536461,,A04,A0401,A04010600,2636336,38,쇼핑
뚝도청춘시장,서울특별시 성동구 성수이로 32-15 (성수동2가),127.0548426575,37.5378533948,,A04,A0401,A04010200,2745620,38,쇼핑
띠어리 롯데백화점 에비뉴엘 월드타워점,서울특별시 송파구 올림픽로 300¸ 5층,127.1040749597,37.5141653654,,A04,A0401,A04011000,2924236,38,쇼핑
띠어리 한남점,서울특별시 용산구 이태원로 251,127.0004670682,37.5373496986,,A04,A0401,A04011000,2901445,38,쇼핑
라디오아이즈_가로수길점,서울특별시 강남구 압구정로10길 29 신성빌딩 1층(신사동),127.0221738659,37.5217491226,,A04,A0401,A04011000,2904968,38,쇼핑
라미체성형외과,서울특별시 송파구 백제고분로7길 14 (잠실동),127.0805161004,37.5103431627,,A04,A0401,A04011000,3305841,38,쇼핑
라이브온 nc신구로,서울특별시 구로구 구로중앙로 152 (구로동),126.8827871414,37.5012129024,,A04,A0401,A04011000,3307174,38,쇼핑
라이안 성형외과의원,"서울특별시 서초구 강남대로 429, 6층(서초동,동일빌딩)",127.0257880178,37.5008460593,,A04,A0401,A04011000,2904585,38,쇼핑
라이즈컴퍼니_홍대점,"서울특별시 마포구 어울마당로 94-3 1층(서교동, 태평양빌딩)",126.9223459534,37.5534519832,,A04,A0401,A04011000,2894034,38,쇼핑
라이카카메라 신세계본점,서울특별시 중구 소공로 63,126.9810181709,37.5609966018,,A04,A0401,A04011000,2925735,38,쇼핑
라이카카메라 현대무역,서울특별시 강남구 테헤란로 517,127.0597791462,37.5086679839,,A04,A0401,A04011000,2925732,38,쇼핑
라이프워크,서울특별시 용산구 한강대로 405 (동자동),126.9717469660,37.5548915897,,A04,A0401,A04011000,3305573,38,쇼핑
라이프워크,서울특별시 영등포구 영중로 9 (영등포동4가),126.9055901684,37.5172308925,,A04,A0401,A04011000,3307557,38,쇼핑
라이프워크 2001아울렛 중계,서울특별시 노원구 동일로204가길 46 (중계동),127.0679274101,37.6413416033,,A04,A0401,A04011000,3306735,38,쇼핑
라인,서울특별시 관악구 봉천로 209 (봉천동),126.9249974851,37.4905482278,,A04,A0401,A04011000,3305943,38,쇼핑
라인_현대시티(아)가산점,서울특별시 금천구 디지털로 10길 9,126.8890705637,37.4776713039,,A04,A0401,A04011000,2894543,38,쇼핑
라인안경콘택트 건대,서울특별시 광진구 동일로20길 120,127.0699412378,37.5394451483,,A04,A0401,A04011000,2910384,38,쇼핑
라인프렌즈 강남 플래그십스토어,서울특별시 서초구 강남대로 437,127.0255269137,37.5014154327,,A04,A0401,A04011000,2903256,38,쇼핑
라인프렌즈 인사점,서울특별시 종로구 인사동길 49,126.9835675554,37.5745200760,,A04,A0401,A04011000,2903491,38,쇼핑
라인프렌즈홍대플래그십스토어,서울특별시 마포구 양화로 141 (동교동),126.9216848363,37.5558072531,,A04,A0401,A04011000,3306249,38,쇼핑
라코스테,서울특별시 서대문구 신촌로83,126.9358252045,37.5561435782,,A04,A0401,A04011000,2927064,38,쇼핑
라코스테,서울특별시 관악구 봉천로 209 (봉천동),126.9249974851,37.4905482278,,A04,A0401,A04011000,3305810,38,쇼핑
라코스테,"서울특별시 구로구 경인로 662 (신도림동, 디큐브시티)",126.8884169673,37.5089148857,,A04,A0401,A04011000,3307224,38,쇼핑
라코스테건대스타시티,서울특별시 광진구 능동로 92,127.0712300203,37.5390535504,,A04,A0401,A04011000,2924052,38,쇼핑
라파올라,서울특별시 강북구 도봉로 62 (미아동),127.0305315802,37.6146468109,,A04,A0401,A04011000,3306516,38,쇼핑
라페르바 월드타워점,서울특별시 송파구 올림픽로300,127.1040305171,37.5142459111,,A04,A0401,A04011000,2925485,38,쇼핑
라플란드,서울특별시 종로구 삼청로 83 가동 1층,126.9817285957,37.5829329537,,A04,A0401,A04011000,2894039,38,쇼핑
락포트,서울특별시 중구 장충단로13길 20 (을지로6가)3층,127.0076821872,37.5687878415,,A04,A0401,A04011000,3306924,38,쇼핑
락포트,"서울특별시 구로구 경인로 662 (신도림동, 디큐브시티)",126.8884169673,37.5089148857,,A04,A0401,A04011000,3307221,38,쇼핑
락포트 현대가든파이브,서울특별시 송파구 충민로66 2층,127.1249768726,37.4776672007,,A04,A0401,A04011000,3307453,38,쇼핑
락포트현대목동점,서울특별시 양천구 목동동로257,126.8747288364,37.5263292843,,A04,A0401,A04011000,2923125,38,쇼핑
란스미어 한남점,서울특별시 용산구 이태원로 267,127.0011391945,37.5385662360,,A04,A0401,A04011000,2922409,38,쇼핑
랄프로렌,서울특별시 광진구 능동로92,127.0712300203,37.5390535504,,A04,A0401,A04011000,2924123,38,쇼핑
랄프로렌,서울특별시 영등포구 영중로9,126.9055901684,37.5172308925,,A04,A0401,A04011000,2926963,38,쇼핑
랄프로렌 칠드런,서울특별시 영등포구 영중로 9 (영등포동4가),126.9055901684,37.5172308925,,A04,A0401,A04011000,3305549,38,쇼핑
랄프로렌_롯데에비뉴엘월드타워점,"서울특별시 송파구 올림픽로 300(신천동, 롯데백화점 에비뉴엘월드타워점 4층)",127.1040749597,37.5141653654,,A04,A0401,A04011000,2894621,38,쇼핑
랄프로렌_롯데월드몰,"서울특별시 송파구 올림픽로 300(신천동, 롯데월드몰 4층)",127.1040749597,37.5141653654,,A04,A0401,A04011000,2904572,38,쇼핑
랄프로렌_롯데잠실지점,서울특별시 송파구 올림픽로 240(잠실동),127.0976311526,37.5123821225,,A04,A0401,A04011000,2894617,38,쇼핑
랄프로렌_폴로가로수길스토어,서울특별시 강남구 가로수길 31,127.0228877381,37.5200576653,,A04,A0401,A04011000,2903813,38,쇼핑
랄프로렌코리아_롯데지점,서울특별시 중구 소공동 1번지,126.9817485525,37.5647822864,,A04,A0401,A04011000,2904558,38,쇼핑
랑방현대무역점,서울특별시 강남구 테헤란로 517 3층,127.0597791462,37.5086679839,,A04,A0401,A04011000,2918404,38,쇼핑
